診療項目代碼,健保支付點數,開始日期,結束日期,英文項目名稱,中文項目名稱,附註
75601C,0003721,20040701,29101231,Drainage of abdominal wall abscess,腹壁膿瘍引流術,
75602C,0005719,20040701,29101231,Excision of abdominal wall tumor- benign,腹壁腫瘤切除術－ 良性,
75603B,0014063,20130101,29101231,Excision of abdominal wall tumor-malignant,腹壁腫瘤切除術 － 惡性,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75604B,0012720,20130101,29101231,Repair of ventral hernia -with bowel resection,腹壁疝氣修補術 － 併腸切除,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75605C,0010778,20130101,29101231,Repair of ventral hernia -without bowel resection,腹壁疝氣修補術 － 無腸切除,1.割口疝氣(Incisionalhernia)修補術比照。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75606B,0012949,20130101,29101231,Repair of inguinal hernia- with bowel resection,鼠蹊疝氣修補術 － 併腸切除,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75607C,0011292,20130101,29101231,Repair of inguinal hernia-without bowel resection,鼠蹊疝氣修補術 － 無腸切除,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75608B,0008523,20040701,29101231,Repair of lumbar hernia,腰椎疝氣修補術,
75609B,0001100,20120101,29101231,Peritoneal lavage,腹腔膿瘍灌洗,
75610B,0008848,20130101,29101231,Laparoscopic herniorrhaphy,腹腔鏡疝氣修補術,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75611C,0012014,20130101,29101231,Repair of ventral hernia incarceration-without bowel resection,腹壁疝氣修補術，嵌頓性－ 無腸切除,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75612C,0011559,20130101,29101231,Repair of ventral hernia recurrence-without bowel resection,腹壁疝氣修補術 ，復發性 － 無腸切除,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75613C,0011935,20130101,29101231,Repair of inguinal hernia incarceration -without bowel resection,鼠蹊疝氣修補術，嵌頓性－ 無腸切除,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75614C,0012565,20130101,29101231,Repair of inguinal hernia recurrence - without bowel resection,鼠蹊疝氣修補術 ，復發性 － 無腸切除,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75615C,0009915,20130101,29101231,Repair of femoral hernia - without bowel resection,股疝氣修補術－ 無腸切除,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75801C,0012107,20130101,29101231,Drainage of intraabdominal abscess for acute perforation peritonitis,腹腔內膿瘍引流術治療急性穿孔性腹膜炎,1.腸曲膿瘍引流術(drainageofinterloopabscess)比照申報。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75802B,0011495,20130101,29101231,Drainage of subphrenic abscess,膈下膿瘍引流術,1.後腹腔或肝上膿瘍引流術(retroperitonealorsuprahepaticabscessdrainage)比照申報。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75803C,0009594,20130101,29101231,Drainage of pelvic abscess -transabdominal,骨盆腔膿瘍引流術 － 經腹,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75804C,0004030,19971101,29101231,Drainage of pelvic abscess -transanal,骨盆腔膿瘍引流術－ 經肛門,
75805B,0011062,20130101,29101231,Exploratory laparotomy,剖腹探查術,1.如即時手術，按各該手術項目支付點數申報。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75806B,0013263,20130101,29101231,Excision of intraabdominal tumor, benign,腹腔良性腫瘤切除術,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75807B,0016268,20130101,29101231,Excision of retroperitoneal tumor, benign,後腹腔良性腫瘤切除術,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75808B,0008858,20130101,29101231,Removal of intraabdominal foreign body,腹腔內異物卻除術,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75809B,0008916,20040701,29101231,Retroperitoneal exploratory laparotomy,後腹腔剖腹探查術,
75810B,0015261,20130101,29101231,Excision of intraabdominal tumor, malignant,腹腔惡性腫瘤切除術,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75811B,0019271,20130101,29101231,Excision of retroperitoneal tumor, malignant with retroperitoneal lymphadenectomy,後腹腔惡性腫瘤切除術併後腹腔淋巴腺摘除術,本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
75812B,0009858,20040701,29101231,Peritoneo-Venous shunt,腹腔靜脈分流術,
75813B,0009373,20110101,29101231,Excision of Urachal duct or fistula with partial cystectomy,臍尿管或?管切除術與部分膀胱切除術,
75814B,0007442,20040701,29101231,Repair of abdominal wall injury-simple with/without reconstruction,腹壁損傷修復術－ 簡單,
75815B,0011836,20040701,29101231,Repair of abdominal wall injury-extensive with reconstruction or prosthesis,腹壁損傷修復術－ 廣泛性,
75816B,0007109,20040701,29101231,Suture of abdominal wall for evisceration of dehiscence for secondary closure,腹壁縫合裂開剜臟術，第二次縫合,
76,0000320,20100201,29101231,,,註:本項業務自95.1.1起移歸國民健康局管理。修改文字
76001B,0005946,20040701,29101231,Drainage abscess perirenal or renal,腎周圍或腎臟腫瘤之引流術,
76002B,0013820,20010601,29101231,Pyelotomy with exploration drainage or pyelolithotomy,腎盂切開探查引流或切除,
76003B,0006310,20010601,29101231,Open renal biopsy,腎臟切片手術,
76004B,0010198,20040701,29101231,Nephrectomy,腎切除術,受腎者腎切除術比照申報。
76005B,0014240,20010601,29101231,Partial nephrectomy,腎部份切除術,腎半切除術 heminephrectomy 比照申報
76006B,0005880,19950301,29101231,Decapsulation cyst kidney, unilateral,腎囊切除術，單側,
76007B,0012890,20040701,29101231,Radical nephrectomy with lymphadectomy,or with regional LND,根治性腎切除術併行淋巴清掃術或合併局部淋巴切除術,
76008B,0007080,19950301,29101231,Radical nephrectomy,腎袋狀成形術,
76009C,0005690,20040701,29101231,Nephropexy fixation or suspension,腎臟固定術：固定式懸掛,
76010C,0006340,19960701,29101231,Nephrostomy, operative,腎臟造廔術（手術）,
76011B,0008964,20040701,29101231,Nephro-pyelolithotomy,腎內取石及腎盂取石術,
76012B,0012550,19960701,29101231,Stag-horn stone nephro-pyelolithotomy,腎鹿角石取石術,
76013B,0012150,20010601,29101231,NEPHRORRHAPHY,腎縫合術,
76014B,0012420,20010601,29101231,PYELOPLASTY,腎盂成形術,
76015B,0006440,19950301,29101231,Pyelostomy,腎盂造廔術,
76016B,0013550,20040701,29101231,Percutaneous nephrostolithotomy (PCNSL),經皮腎結石取石術,1.超音波桿、取石網等費用包含於一般材料費內2.限泌尿科專科醫師施行。
76017B,0007332,20040701,29101231,Nephroscope (including secondary surgical operation of PCNSL),經PCN腎臟鏡術,1.第二次PCNSL比照申報2.限泌尿科專科醫師施行。
76018B,0033321,20160901,29101231,Nephrectomy from cadaver donor,屍體捐腎切除術,
76019B,0035948,20160901,29101231,Nephrectomy from living donor,活體捐腎切除術,
76020B,0106128,20160901,29101231,Renal implantation,腎臟移植,註：一般材料費及器官保存液費用，得另加計56％。
76021B,0011530,20031201,29101231,Laparoscopic nephrectomy,腹腔鏡腎切除術,
76022B,0014240,20031201,29101231,Enucleation of renal hematoma,腎血管肌脂肪瘤摘除術,
76023B,0014150,20040701,29101231,Anatrophic nephrolithotomy,萎縮性腎結石截除術,
76024B,0006440,20031201,29101231,Endoscopic pyelotomy,內視鏡腎盂切開術,
76025B,0015179,20040701,29101231,Nephroureterectomy without bladder cuff excision,腎輸尿管切除術，不包括輸尿管膀胱袖口切除術,
76026B,0018826,20040701,29101231,Nephroureterectomy with bladder cuff excision,腎輸尿管切除術，包括輸尿管膀胱袖口切除術,
76027B,0012743,20040701,29101231,Radical nephrectomy,根治性腎切除術,
76028B,0017039,20040701,29101231,Radical nephrectomy without regional LND,with IVC tumor thrombectomy,根治性腎切除術合併下腔靜脈瘤栓切除術,有（無）併局部淋巴切除術之手術費用一致。
76029B,0007056,20070101,29101231,(Retroperitoneoscopy) Laparoscopy, Renal cyst unroofing,(後)腹腔鏡腎臟囊腫除頂術,
76030B,0018215,20070101,29101231,(Retroperitoneoscopy) Laparoscopy, Nephroureterectomy,(後)腹腔鏡腎臟輸尿管切除術,
76031B,0017088,20070101,29101231,(Retroperitoneoscopy) Laparoscopy, Partial nephrectomy,(後)腹腔鏡部分腎臟切除術,腎半切除術heminephrectomy 比照申報。
76032B,0010757,20070101,29101231,(Retroperitoneoscopy) Laparoscopy, Pyelolithotomy,(後)腹腔鏡腎盂取石術,
76033B,0014904,20070101,29101231,(Retroperitoneoscopy) Laparoscopy, Pyeloplasty,(後)腹腔鏡腎盂成形術,
76034C,0006828,20070101,29101231,(Retroperitoneoscopy) Laparoscopy, Nephropexy,(後)腹腔鏡腎臟固定術,
77,0000250,20100101,29101231,,,註:本項業務自95.1.1起移歸國民健康局管理。修改文字
77001B,0007944,20040701,29101231,Ureterolithotomy,輸尿管除（取）石術－ 上或下1／3 輸尿管,
77002B,0006736,20040701,29101231,Ureterolithotomy,輸尿管除（取）石術－ 中1／3 輸尿管,
77003B,0010069,20040701,29101231,Ureterectomy, with bladder cuff,輸尿管切除術，包括膀胱袖口,
77004B,0007155,20040701,29101231,Ureteroplasty-- unilateral,輸尿管成形術－ 單側,
77005B,0008810,20040701,29101231,Ureteroplasty--bilateral,輸尿管成形術－ 雙側,
77006B,0007080,19950301,29101231,Ureterolysis-unilateral,輸尿管剝離術  － 單側,
77007B,0008620,19950301,29101231,Ureterolysis-bilateral,輸尿管剝離術  － 雙側,
77008B,0012020,20010601,29101231,Ureteropyelostomy or ureteropyeloplasty,輸尿管腎盂造口吻合術或重建術,
77009B,0012040,20010601,29101231,Ureteroureterostomy,輸尿管和輸尿管吻合術,
77010B,0013100,20010601,29101231,Transureteroureterostomy,輸尿管及對側輸尿管吻合術,
77011B,0012140,20010601,29101231,Ureteroneocystomy-unilateral,輸尿管膀胱重建術 － 單側,
77012B,0014060,20010601,29101231,Ureteroneocystomy- bilateral,輸尿管膀胱重建術 － 雙側,
77013B,0008000,19950301,29101231,unilateral,輸尿管小腸吻合術 － 單側,
77014B,0009444,20040701,29101231,bilateral,輸尿管小腸吻合術－ 雙側,
77015B,0010800,19950301,29101231,Ureterosigmoidostomy,輸尿管乙狀結腸造口吻合術,
77016B,0010800,19950301,29101231,Replacement ureter of all or part of ureterby bowel segment-unilateral,以腸管取代全部或部分輸尿管，包括腸管吻合術－ 單側,
77017B,0014200,19950301,29101231,Replacement ureter of all or part of ureterby bowel segment-bilateral,以腸管取代全部或部分輸尿管，包括腸管吻合術－ 雙側,
77018B,0006859,20040701,29101231,Ureterostomy, unilateral, transplantation of ureter to skin-unilateral,輸尿管皮膚吻合術－ 單側,
77019B,0008457,20040701,29101231,Ureterostomy, unilateral, transplantation of ureter to skin-bilateral,輸尿管皮膚吻合術－ 雙側,
77020B,0007080,19950301,29101231,Closure fistula, ureterocutaneous,表皮輸尿管廔管閉合術,
77021B,0008620,19950301,29101231,Closuer fistula, ureterovisceral,輸尿管膀胱廔管閉合術,
77022B,0011396,20040701,29101231,Uretero-ileal cutaneous diversion(ilelal conduit),輸尿管迴腸皮膚吻合術,
77023C,0002506,20040701,29101231,Ureter catheterization,輸尿管插管術,手術中插管不另支付。
77024B,0002904,20040701,29101231,Internal dilatation of ureteral stricture,輸尿管狹窄內擴張術,輸尿管鏡另計。
77026B,0005537,20040701,29101231,Ureteroscopy & removal of ureteral stone--simple endoscopic,輸尿管鏡取石術及碎石術－ 單純內視鏡操作方式,含鏡檢費用在內。
77027B,0009259,20040701,29101231,Ureteroscopy & removal of ureteral stone--with SONO/EHL,輸尿管鏡取石術及碎石術－ 併用超音波或電擊方式,含鏡檢費及超音波費用在內。
